star_rating,review_body
1,I upgrade from 2013 and wish I hadn't.  2014 doesn't seem to work well with Windows 8.  The fonts are either too large or too small
1,"Bitdefender could be great for stopping viruses, but I never had a problem with my prior program.  I only changed because of Biddefender's higher rating, and my VIPER was, initially, having trouble with Windows 8.<br />When my Bitdefender subscription is up, however, I will not renew.  The reasons are:<br />It does not have a way to schedule scans. It picks the time IT wants to scan, and the files IT wants to scan. The alternative is to remind yourself to do custom scans manually.<br />There is no easy way to disable it while loading programs.<br />You cannot do a system restore.  It will not even restore when auto scan is off, nor when following Support's direction to run the restore in Safe Mode.<br />All this is not only disappointing, but somewhat ridiculous."
2,I have used Turbo Tax for many years and I must admit that this year they really dropped the ball. I hope that they have learned that less is not more. Let's see what happens in 2015 tax season.
0,"Here we have a case of the CEO thinking just like a CEO, that photographers and graphic artitists and videographers are paid insane amounts of money for their labors. We are indeed, most of work for nothing and don't clear a dime on jobs after factoring in the equipment, travel, taxes, insurance, and general garbage we must put up with. Oh, I forgot computers and software, as well. But CEOs of big corporations think all the peons are paid just as well as they and they work in profitable businesses. What a fat joke. The public expects everything that is digital to be free, after all there, is no longer the consumable factor. So it's all time. And we all know that the time and talent of creative people is worth nothing these days. Only tools have value. So let's make it so you RENT the tools. This model makes sense only if you RENT THE RIGHTS to use the end product, and we all know what digital has done to that model. The moment you hit send, that file is gone and your rights to it are gone unless you want to hire a high priced attorney, most like the CEO's wife or brother.<br />Bottom line, this sucks and I am done with Adobe."
0,Didn't even get to the software because I spent 30 min downloading it from Amazon to find I need a second disc.  Then Amazon tells me its my security settings however I download and install thins all the time.  What a bunch of crap!
2,"I have used turbo tax for years and have always been very happy with it.  However, this year I found it confusing and some of the terminology was unfamiliar."
4,I have avast on all my computers.  It was recommended by a friend who does all my computer repairs.  It is much easier to work with than other virus protectors.  I would recommend Avast to everyone.
2,"This program may be efficient,but it is not user friendly. If you do not know where everything should be classified then this program is no help. I am a tax preparer but my specialty is not Sch K 1. This program does not make it easy. Because it is hard to use I also was not happy with the price."
3,"I've been using TurboTax for years for my personal Federal tax preparation. From year to year I've had more or less complicated tax situations, but TT Basic has never failed to cover with the right questions and forms.<br /><br />My complaint, and the reason for downgrading one star this year, is the irritating upsell messages that keep appearing. OK, maybe some people appreciate the constant opportunities to reconsider their decision to go with the Basic version.Inuit could address this complaint by providing a &#34;do not notify me again&#34; checkbox so I could get on with my taxes in peace."
2,"Overall Quicken is a great product for tracking personal finance.  I have been using it consistently since 1997 and have found it to be a great product.  My reservation with this \\""New\\"" product comes mainly from the \\""Annual\\"" upgrade of $65/year.  Honestly, I do not see much benefit from the upgrades even though I have bought every one. Further the Budgeting part of the 2015 program is still VERY buggy.  Support from Quicken is also not as good as I would like.<br /><br />With all that being said - there is no other program on the market that competes with Quicken.  When there is, I will likely give it a try."
3,it does the job
2,No big improvement from previous Quicken.
4,"Terrific program, can't beat it, I have used various other programs but Avast is the best. Don't waste your time with others."
4,I have used it for a number of years and the program is always up to date and easy to use.
2,"I wanted to download this much sooner once I was unable to download my bank transactions with my 2011 version.  However, with all the disastrous reviews I waited as long as I could.  They must have gotten a lot of the bugs out because so far I have not had any issues (it's been about 4 weeks now)."
4,I love this anti-virus because it does a lot to protect my computer & what I do but it is also fun. I have my language set to to &#34;Pirate Talk&#34; which gives it a whole new level of fun. The &#34;Safe Zone&#34; is also awesome.<br /><br />Another great thing is it doesn't slow my computer down like other anti-virus' do. I have used other anti-virus' & my computer was slowed down a great deal to where it was hard to get any work done with them. With Avast! it's not slow at all. I can get my work done & know that I'm protected. I tell everyone I know to get Avast! instead of the others.
1,Did not have a broad enough expense reporting section.  Also it does not seem to have a sales data section that I can enter items with options for individual accounts to keep track of their sales history and volumn.
1,"I WILL NO RECOMMEND THAT BECAUSE IT HAVE TO MANY CONTROL, THEN YOU ONLY CAN DO OR MAKE SOMETHING FOR HOME AND MAYBE NO STUDYING, BECAUSE COMPANY BLOCK ALL TO NO PRINT PAGES OF SOMETHING YOU MAKE FOR BUSINESS LIKE LETTER. ETC,THIS HAPPEN TO ME"
1,"I have many accounts and I envisioned having all my financials in one place. I purchased Quicken believing that it would help me be more organized, but I find it complicated."
3,works fine
4,Good and secure as always. Sometimes overloades the system but this can be ignored.
1,"Ever since \\""upgrading\\"" to Quicken 2013 from Quicken 2010 the download for my Wells Fargo accounts has stopped working. What a disaster. I've been going around in circles with Quicken customer service for 3 weeks, explaining and re-explaining the problem. Quicken doesn't seems to get it....<br /><br />Horrible product, useless customer support."
0,"very strange, very difficult \\""upgrade\\"".  i have not been able to restore from old version.  brought in a bank account that's not mine.  slower. all-in-all a disaster."
0,"Slowing my computer down, scans run outside of my scheduled times, not very user friendly - hard to find settings. Worst of all it blocks internet connection for all programs including browsers, turning the firewall off and back on fixes the issue for about a day."
0,"Bottom line, you get what you pay for. This software title is considerably cheaper than the industry leaders, and I saw why after my first use.<br /><br />The very first project I created, the program crashed and had to close when I tried to preview the project. In case you're wondering, the project was comprised of a 12 sec. .mp4 clip and a 12 sec. .wav file. The individual files would preview, but the program crashed every time I tried to preview the project. If your wondering what kind of computer, a one-year-old dell with a 2.2 GHz quad-core i7, 8 GB ram, and a discreet graphics card (Nvidia Geforce GT 640m with 4 GB of video ram). My operating system is Windows 8.1. This computer has more than enough horsepower to render a 12 sec. video.<br /><br />I tried closing the program and restarting. I tried shutting down antivirus (shouldn't affect this but I thought I would cover my bases). I tried uninstalling and reinstalling. I looked on the Internet for a solution and found none. Another drawback to not using the industry leaders - there isn't anywhere near as much help information on the Internet.<br /><br />Not that I should have had to do any of these things because I paid for the software, and Corel has had how many years to get their video editing software right? Other reviewers are having installation problems and license problems. You have to be kidding... There just isn't any excuse for this. Maybe if we were back in 1995, but in 2014 I expect the retail software I buy to be nearly bug free and perform the basic functions it was intended to perform, especially after multiple iterations of the software.<br /><br />Sure there may be workarounds and I may be able to go into the registry and modify registry keys or something, but should I have to do that for a retail software title? This wasn't an open source title that I downloaded for free on the Internet!<br /><br />This software clearly shouldn't even be out of beta and should not have been released. Shame on Corel.<br /><br />I got the software for some really basic, simple projects and this software failed. I would strongly recommend against buying this software.<br /><br />By the way, if someone has a solution for my problem, I would greatly appreciate it.e really basic, simple projects and this software failed. I would strongly recommend against buying this software.    By the way, if someone has a solution for my problem, I would greatly appreciate it."
0,I have been a Quicken user since 1992 and have upgraded every year. The 2012 version is terrible with a totally new approach to budgeting that makes no sense. Go to the Quicken user groups and other online chat groups and you will see all the negative comments. The 2011 version is very very good and budgeting has worked for all these years with improvements in most all years. They will have to recall 2012 and/or make make major fixes to it to save their reputation.  Do not buy.
4,"I have been using Turbo Tax for years, almost since it first came out and have found it simple efficient to use and it always finds the most deductions for me.  The only thing I wish they would do for us long term users is give us the same sale price for automatic renewals  that they give to Costco and other retailers.  That would be a great reward for loyalty!"
0,"The tips were hopeless ,the abrieviated  rules basic ,the interface slow and cumbersome. It's not what I expected from Amazon Digital Games."
4,"I payed my tax preparer to process my 2013 tax return, but I also used Turbo Tax to check it on my own. Turbo Tax got me more than $5000 in total on my returns. My returns were several pages thicker and more thoroughly done, than those prepared by my experienced tax preparer."
1,"I have been a TurboTax customer for about 10 years.  After reading about the issues with TT products this year and the various reviews of the H&R Block tax software, I decided to give H&R Block a try.  I have been disappointed.  My experience is that the HRB software is not as &#34;robust&#34; nor as user-friendly as the TT Deluxe program I have used in the past.  One key issue is that the working forms in HRB are not laid out exactly as the IRS forms, so if you need to input or adjust data to a specific form, you cannot always do so.  A specific example is the deduction for Long-Term Care Insurance;  the program does not have a prompt in the interview for inputting this data, and the Sched. A form is not structured for its input either.<br />I plan to use the HRB program to estimate my taxes and file an extension, however, my final tax prep. and submission will be done with TurboTax as in prior years."
4,"I've used other software and I've used some of the &#34;free&#34; sites for tax preparation in the past.  When I started my own business I quickly discovered that if you are not going to hire an accountant, H&R Block Premium & Business is really your only other truly viable choice.  Turbotax and TaxACT lack many of the common forms you need to actually file your business taxes if anything they consider out of the ordinary happens.  Like, you buy a new vehicle.  Yep, I agree, that is not that out of the ordinary!  H&R Block P&B handled that one with no problem.  I wound up buying Turbotax first, it didn't work.  I did my research and then bought this one.  That was 4 years ago.  I have stayed with H&R Block P&B ever since and have suggested it to all of my friends.  I still hate doing my taxes.  There's just no software that can make that fun, this makes it bearable and pretty quick."
2,"If you want to create slideshows to put on a dvd to watch on a computer or TV then this program is okay.  But if you want to create slideshows that you can upload to sites like youtube or FaceBook, then forget it.  If there's a way to accomplish this, it's not given in the help files (which are a bit sparse on information). Another big drawback is that you can't custom time each slide (like you can on dvd photo slideshow professional).  But that program is over 3 times the cost of this one.  So I guess you get what you pay for.  I just wish I hadn't spent the entire afternoon creating a slideshow that I can't upload and share with anyone."
0,"This is by far the worst card making program I have ever had. The format and lay out is terrible, every time you click on the screen, it prompts you to order an upgrade from there company, hello I just purchased it, I'm not wanting to upgrade. Awful and I would not recommend it to anyone.. As a matter of fact I deleted if off of my computer..."
4,Don't waste your time and money buying the Apple equivalent apps. Office is much better! I couldn't beat the price.
1,"After downloading the TurboTax Business 2011 Software and creating my return, an error occured when attempting to EFile.  After four aggravating hours dealing with support, TurboTax finally admitted to a bug in the software and blamed it on the Amazon Download.  However, after downloading a version directly from Intuit the same error occurred.  After waiting for two weeks for a bug fix, I finally gave up on EFile and mailed the return.  On the positive side, Intuit did refund my money.  I've happily used TurboTax for the past three years, but this year was a nightmare."
4,i love turbo tax!! i have been using it for oner a decade now and wouldnt trust any other to get my taxes done right
3,easy to install and prepare.
2,"Death and taxes are two sure things in life and as our government keeps wanting to take it all from you, it has come to the point where you have to have someone do your taxes or you need software.<br />I like that it simply imports the stuff from last year, that really is a time saver.<br />But 3 stars for sneaking in surprise fees when trying to file and bank charges and advertising... I bought the software, how about you skip the Phishing.  Forget the gift cards, and the dirty deals you make with banks to &#34;process&#34; our direct deposits.<br />I am NOT a Intuit software fan (they make Quicken too), but other than the complaint above this software is actually good (I don't care for the new Quicken though).<br />If you are doing your own taxes this is a must, and I am unaware of a product that is better."
3,"A great tool for the amateur photo editor or small business. I personally use it to crop, touch up and edit photos for my company's rather simple marketing material. It's great for my purposes."
1,Software is clunky and generally poorly laid out.  The state portion (Minnesota) does not have the correct workflow for filling out an M1PR if you have both rented and owned a home during the year.
1,"Initially, I can only say this: Had I known that this software required the installation of QuickTime (and all the other apple stuff that goes along with it), I would not have bought it. So that's the real point of this review, so that others are aware."
1,"I've been using Quicken since sometime in the 1990's.  Quicken requires mandatory upgrades about every three years (in order to download from one's bank account) With each upgrade, the product gets worse. And I'm getting older (68) and tired of hassling with each upgrade. I wish there were a more reliable product on the market, but there isn't.  Perhaps I'll just start to use Excel.  Quicken could do us all a favor and simply charge for continuing to use an old product. I'd revert to Quicken 2008 - no maybe Quicken 2002.  With the latest upgrade, I can't get my Morgan Stanley account to download.  It did fine in with Quicken 2011.  After deactivating it and reactivating it, I finally got from nothing at all happening to an error message with a phone number to call."
4,This worked great and the Amazon rebate made it pay for itself.
1,I've used Quicken since 1995 and this is the first version that out of the box installed by would not updated with my account.  It keeps apologizing that it their problem but hasn't been fix in over a month.  Every time I try to call its over a 55 min wait and the live chat is no better.
3,"Just renewed my 1-yr. subscription.<br /><br />Had problems with reoccurring Expiration notices popping up a different times.<br /><br />Took 2 tech support calls to correct the situation.<br /><br />If you want the &#34;Vault&#34;, this product does not include it.<br /><br />Overall very satisfied with this product."
4,"H&R is my go-to software for doing my taxes and has been for a decade now. This version, like previous versions, offers everything the self-employed person needs to file taxes at their level."
1,One major issue I have is the inability to select certain directories for download and the fact that you can not download a file bigger (or a group of files) than 5 GB. If I have over 1 terabyte of data on the cloud and I am looking to download a file of size 7GB I can not select it.  I need to download the whole cloud<br />library in order to get this file and if I have 1 TB of data on the cloud and my local hard drive is only 500GB (empty) I can't even do that. I also does not let you choose where you want to download all the data.  If always places it on your local hard drive.  So basically I can not retrieve that file ever again or unless I delete enough data from the cloud that it becomes as small as the available hard drive space.  At this point it might be easier to just use 2 external hard drives and do it the old fashioned way.
2,I switched from Turbo Tax this year and don't think H&R Block is as user friendly.
4,"Fantastic product, easy to use, cloud is an excellent feature, but the best part of this product is the service you receive if you require any support.  I've had this for over 3 years and each time I need to reach them they get back to me immediately.  I also have bought recipe cards from them too and they even touched base with me to verify if I had yet received my shipment.. this kind of support is unheard of nowadays.  Anyone that likes their kitchen and likes organization --- this is a must have.  I would recommend this easily."
3,It did the job! What can I say! I have the downloaded version!
2,"I thought this new version would solve a bug showing up in the reports in my older version but it did not.  I don't use many of the features, so I'm not sure what if anything is new with Quickbooks Pro 2015."
2,still having to update manually trying to figure out why i have to cont. to do it?? needing help please
4,"The software worked very well, moving almost all of my programs, pictures, etc. from a Vista 32-bit system to a new Windows 7 64-bit system. I did the PC to PC transfer via wifi and let it run overnight as there was a total of about 54GB to transfer. At some point during the night, my wireless hotspot went down and the transfer was interrupted. After restarting the wifi and restarting PCMover, it checked to see what had already been successfully transferred, so I didn't have to start from scratch. Other than that small glitch (not the software's fault), all went well."
1,"Unclear, on important details"
4,Doesn't take over your entire system like some anti-virus programs.Doesn't take over your entire system like some anti-virus programs Easily uninstalled if you don't like it. Try the free Avast first to try it out.
3,Older versions of Quicken were not very user friendly. I find that this product is much easier to use. It is a great product for managing your home expenses.
3,I'm new to Amazon.com but I am impressed overall. I will keep using Norton as long as there's an internet!
1,Program has been inconsistant. Sorry I got it as a download. Wish they could take it back and refund money. Will purchase disk next time.
2,"The loan amortization, loan payments and loan transaction register are all very cumbersome and difficult  to see. The loan transaction register only shows one line at a time and you must scroll up/down and right/left to view.  Same happens when you want to find, then view the \\""Full payment schedule\\"" (amortization and payments made), if you can find the button.  You have to scroll to the right on the \\""loan details\\"" page to find it.  Loan payments with extra principal paid doesnt seem to calculate the extra principal correctly when loan payment is set at a fixed amount.<br /><br />One of the problems with all transaction registers is the fonts are too large which leave the column spacing too small.  I haven't found a way to alter font sizes yet. Version 2010 was much more user friendly in the above usages.<br /><br />Have not had any problems with downloading data or history.  Bought  Version 2013 in late April, so most of those earlier complaints must have been corrected.  Installation of 2013 was no problem.  Interface and downloading with WFC and other financial institutions is superior to Version 2010."
2,"Was kind of a pain to install, conversion had some quirks, but got around those. So far working OK.  Needs more mouse clicks to do the same thing as 2001 version.  Printer interface is now the standard windows interface.  That is an improvement over 2001 and 2004.  Had to do an interim conversion to 2004 (was a free download) so that 2015 could convert from there.  2001 was to old.  Understood that.  Had the same thing with Peachtree."
0,Immature product. Lacks essential capabilities. Unfriendly user interface. Going back to Quicken for Windows. Only Windows app I run. All else is Mac. I really want this to be a quality product on Mac. hopefully Intuit will wake up soon.
2,Was excited to sort my finances for the first time but I feel like this program is pretty limited and I'm not sure if there's much to do on here.
4,I've been using TurboTax since the 80's.  I was an early adopter and have never regretted it.  I hate doing taxes but TurboTax removes most of the burden and makes it a relatively painless process.  There are some other good ones out there but TurboTax is the best in my opinion.
4,"I am rating this four stars but may upgrade it to five as I work through my returns. (Update: okay, I've finished, and I now give it five stars.) But here's the quick & dirty: Intuit has backed down in the face of the protests we have made here and elsewhere. TuroboTax Basic now includes all possible forms -- 1040 long form, Schedule A itemized deductions, Schedule B dividends & interest, Schedule C self-employment, Schedule C capital gains, and more besides. (I was able to find the new ObamaCare form 8962 only by clicking on the line on 1040 where the information is supposed to be entered, but it is indeed there and available for those needing to report health-insurance subsidies.) So not only can we cheapskates continue to use Basic, but it is now cheaper than ever.<br /><br />Caution: I work with the forms and don't use (and don't like) the interview process. But I have been filing tax returns for many years, before there was any such thing as &#34;software.&#34; (As opposed to hardware, which was available at the hardware store downtown or by mail-order from Sears.) I doubt that TTax provides the sophisticated interviews and Help that might be needed by a neophyte, but the instructions are all available from the IRS online or in the wonderful J K Lasser tax handbook.)<br /><br />Update: Okay, here's a flaw if you have Obamacare and get a subsidy. Once you fill out the form 8692, there may be a &#34;Excess Premium Tax Credit&#34; meaning that you paid more for your insurance than is required by your income, and will be getting a refund. However, if you work directly on the forms, this figure WILL NOT CARRY OVER to page one, so you must enter it manually. This spits up an Error on the review, so probably you won't be able to e-file but will have to mail the form in. That's okay. It won't cause a problem with the IRS.<br /><br />This is a known problem that has been reported on Intuit's forums, but no fix has yet been made. (It's March 14 as I write this.) I'm sure it will be fixed by next year, and perhaps before this end of this year's tax-filing season., and perhaps before this end of this year's tax-filing season."
3,Have used this software for several years. Makes tax preparation<br />tolerable. You still have to work at it. Would not want to do it by myself.
1,...print invoices and keep a database. The rest seems clunky and not intuitive. Are you sure this was written for Mac?
1,I was disappointed that the Mac version is hardly anything like the Windows version.  The download when smoothly with no hiccups or glitches though.
2,"Problems with download. Purchased item, attempted to download, continued to get message to retry. Finally downloaded, very confusing download instructions."
2,Generally Quicken is a great product. The synchronization with the cloud is not working correctly. I hope an update is sent soon.
0,"Quicken is official DOA - while previous releases have been mailed-in, with little change, this version actually took more work on the part of the development staff -- they had to actually break things that were working.  Its a horrible end to a great piece of software, but the bottom line is when you don't pay attention to the basics, you will deliver a non-standard product."
3,I purchased this software for a Federal Tax Accounting class and it worked sufficiently for the course. Well worth the money.
4,"Norton Internet Security 2012 works very well for me. It combines anti-virus and internet security in one. I have not had any problems with it, and it works well. It has found some viruses and successfully cleaned my computer. Norton does not slow down my computer, and it is quite easy to use. The quick scan takes only about 5 minutes or less. The full system scan takes about 45 minutes.<br /><br />I usually run the quick scan every time I turn on my computer. I wish that there was a setting that would automatically update the software definitions before every quick scan. The definitions automatically update every hour.<br /><br />I have used Norton 360 for one year before switching to Norton Internet Security. Norton 360 had 2 gigabytes of online back up which I did not need this year. Norton Internet Security is a little cheaper than 360."
4,"Although I was unsure at first about a \\""free\\""  office download, I was pleasantly surprised with how easy it was to use and the quality of my documents when finished. Thanks for this excellent program."
0,I downloaded the software and it didn't work.
4,Product great doesnt slow the computer down. Keeps computer clean.  Service is great also.  Couldnt be happpier. I will continue the product
3,"I have been using Quickbooks Premier Manufacturing & Wholesale for about 8 years.  I just recently upgraded to 2015 because I am also using their Payroll System.  While the 2015 package is very good and the payroll works great, I have been having some memory issues on my network since upgrading.  Not sure if it is due to the upgrade or if there is something else.  It does run slower but I expect that is because it is doing so much more.  Hopefully my network guy is going to get that issue resolved today."
4,I purchased the download version and everything worked great. Keeps my online activities secure!! I wouldn't use another one because I can count on this.
2,Is a pretty good program.  It does have major issue with my HSA.  It will not sysnc with my HSA at all and if download my statements from the HSA it doesn't keep track of the investment portion of the account.  After reading up on this in the forums this problem is very dependent on your HSA provider.  The other issue is with some of the banking institutions.  I can access and pay bills on all of my accounts from the web no problem but to get them to sync with quicken you need to pay a fee.  In my case am able to sync to quicken but not use the bill pay feature without paying a monthly fee.  I am not sure if this is a quicken problem or if it is just a way for the banks to make more money.  Ultimately Quicken doesn't work quite as advertised without some additional hidden costs.
4,"great price,  I've used Turbo and H&R, multiple times.<br />I like H&R better and it cost less.  Got online version to download directly.  went smooth."
4,Simply the best.
4,It has been 10 + years now and Turbo Tax has never failed us. We tried a competitor one time and that was a nightmare. Turbo Tax finds your previous years filing automatically. A 5 th grader could use this user friendly software.
0,"I have been using turbotax deluxe for over four years. It did everything I needed. I'm very disappointed that now Intuit is forcing me to buy a more expensive version, Premier, just because they took Schedule E out from the deluxe version.  To me this is a way of forcing their clients to have to pay more money for the software. This does not make sense."
4,"does the job why pay money for something that works for me, we poor people need more free, too many scammers out there trying to mess with someone who knows nothing."
3,"I have very simple tax needs (a few w2's and that's about it).  for this, the $20 pkg was just fine.  I did not see the reason to pay $50 for the other tax pkg (of course you need state so that's 20 and 50 for the 2 brands).<br /><br />I don't choose to do the electronic thing, so I print to laser, mail and that always works.  no extra fees for that."
3,Good Product.
3,"Good so far, had an issues detecting maleware (already installed same with other software) and has issues showing multiple icons in system tray (not performance issues just an annoyance) Does not have compatibility with new firefox. Does provide a lot of features for price and has an excellent firewall. So far a solid product would recommend even with few bugs."
2,"The Avast Free Antivirus slows down my XP computer even though I try to not let it scan known saved files already scanned.  It is constantly updating the program, before I even get a chance to learn how to use the latest one.  This is very anoying and time consuming.  Thje new programs are always less people friendly and difficult to know where to do what in the program which is frustrating and confusing.  It is free and it does update the virusbase which is good.  I certasinly liked the version 7 much better."
1,"Bought the new subscription and used the product key to update NIS when prompted.  Two days later the older version expired, taking the new product with it to the virtual grave and I had no security of any sort.  Had to get special Norton Removal Tool, uninstall entire software package, then reinstall again using up another PC's product key.  If Norton can't write software that seamlessly installs and/or updates, how are they qualified to prevent hackers from installing malicious code?"
4,Easy to use!
1,Every year a negative surprise.
3,"I have used the \\""Tax Cut\\"" and H&R Block software for several years. The Federal forms are pretty good the forms for my State taxes (Idaho) are lacking several of the forms I needed. I had to down load them from the state website so of course these weren't calculated into the mix and I had to do this by hand. So since then I've just bought the Federal, but this year Wal-Mart only offers the Federal & State combined forcing you to buy the state forms whether they will work for you or not. So I am glad to find a place where I can at least down load just the federal tax software. (I'd rather have a disc.)"
0,"Do not believe the 'accuracy guarantee' seal - it is not worth the paint it is painted with on the box.<br />The calculations on my return were incorrect, causing a serious underpayment on my state taxes.<br />I contacted Intuit and filed a claim, and they refused to take responsibility for their errors at all. Various 'tax analysts' claimed that the forms were incorrect (IRS liked the forms just fine), input was wrong (all the fields were entered exactly right), and finally that &#34;TurboTax does not handle that situation&#34; - except that the situation was described right there on the box as something TurboTax is designed to deal with.<br /><br />Bad product, lies about the guarantee, incoherent support."
3,"If you're bad at doing your own taxes like I am and don't have the money for an accountant, this is a great product to use."
4,HAVEN;T FUULY FINISHED YET BUT WORKS FOR ME. WHAT ELSE CAN I SAY THATS USEFULLY?. THIS IS GETTING ME MAD
4,Do my taxes this way each year. Never had an issue working with the software
1,"Make sure you check out the Quicken forms on this product before you purchase, a lot of issues with accounts not displaying correctly making any type of reports or using the lifetime planner useless. Support is no help either, they want to play the finger pointing game with the bank. I will update if they correct the problems in future releases, but save your money and frustrations for now!"
3,"The main problem is the lack of an integrated data analysis toolpack.  If you need to do regression or ANOVA or something like that, you need to download a separate program for that, I used Statplus, it works directly with Office 2011 and produces calculations in an Excel spreadsheet.  Other than that it is good."
1,"I've been using Quicken for over 15 years and it was time to upgrade (forced as usual) so I bit the bullet and went to 2013 since MS Money doesn't look that promising and I'm tired of learning new programs.<br />I do monthly budgets and this version is WAAAAY different than previous ones. One wonders why such changes are made, but then here we are.  I've had to CHAT with customer support twice now (within one month of purchase) and only gotten \\""work arounds\\"" or \\""no-can-dos\\"". I would not recommend this program unless you're like me and willing to suffer through the first six months or so to figure out how to get it to work (as closely as possible) to fit your needs.  Perhaps someday someone will come along and create a good money management program."
0,"I am a long time Quicken user. I find it amazing that a very large, reputable company like Intuit would release a software product like Quicken 2014 that is clearly not ready for prime time.<br /><br />As with other users who have previously reviewed Quicken 2014, I find that the software is rendered basically unusable because of the long delay after every individual register entry.  See, for example, this prior review: http://www.amazon.com/review/R2DHT4XL4VX6SB/ref=cm_cr_pr_perm?ie=UTF8&ASIN=B00E7X9WZU&linkCode=&nodeID=&tag=  (Quicken 2014 \\""very often \\""pauses\\"" and displays a blinking/rotating round pointer in the screen.\\"")  See also this comment in the review by zoolook: \\""the refresh is appallingly slow. I have a very fast PC with dedicated graphics cards, and this makes no difference. This isn't just a slight nuisance, it's practically unusable.\\""<br /><br />As evidenced by the reviews noted above and other reviews here on Amazon, this refresh/flickering cursor/flashing circle issue is real, and I can't see how it could not have been detected during beta testing. I should add that there is nothing unusual about my set-up: Windows 7 running on a standard PC with a recent i7 processor and a good graphics card, no unusual software running in the background, etc.<br /><br />I have uninstalled 2014 and gone back to Quicken 2011. I'll reinstall 2014 after Intuit works out the bugs.  Still, I ask, how could they have released the software in its current form? Disappointing."
3,"The program worked pretty well for the fairly simple taxes that I have. The step-by-step process was easy to follow and efficient. The FAQ's on the side bar at each page were helpful.<br /><br />I wasn't very pleased to find out that they charge an extra $20 to e-file my state return. I should have read the fine print, but generally when I purchase the Deluxe Federal + State version, I expect that to mean that the State e-filing is included. Certainly it is my fault for not reading the fine print, but I think it is pretty deceptive to sell something with that title when it isn't included. I would have just bought the next version down had I known that."
1,"I was forced to upgrade to 2014 from 2011, and so I did.  I've been able to use it meaningfully for about 20 minutes.  I've been messing with it to work properly for about 4 hours.  And I can't believe some of the bugs:<br /><br />* Like many I had to upgrade in order to download transactions.  But in order to download transactions, I first had to create an intuit account or use a previous Intuit/Quicken.com account, and the process did not work.  Ironically, I wasn't able to download AFTER upgrading.  Being a 15+ year user of quicken and TurboTax, of course I already have an account.  But although it accepted my credentials, it would not complete the registration because of the INVALID_PHONE_NUMBER error (the phone number was perfect).  After 30-45 minutes with tech, I finally had to create a NEW Intuit account, so now I'm registered twice.  How confusing for future reference.  It turns out this is a bug that has affected many people.<br /><br />* My hardware is an Intel Core I7, with 16 GB of RAM, but as other have noted, it's excruciatingly slow.  Repainting when resizing, and entering transactions.  What is the issue?<br /><br />* When I opened my data file, it asked me to convert it to the &#34;new&#34; format.  That's fine.  I've done DB work before so I understand this happens when upgrading.  But now I see that it has forgotten most of my memorized transaction categories that have been entered and refined over years.  Why?<br /><br />Reading these reviews, I'm afraid what else I might encounter after continued use.  So here is my plea:<br /><br />I love this software.  It still is a killer app which can determine a new hardware purchase--JUST FOR THE SOFTWARE.  I've not found any other software that can match its feature list for the price.  But the quality of the Quicken product no longer matches the promise of its feature list.  Please, please, take a year between upgrade cycle and MAKE THIS RIGHT.  Don't add new features, but ensure the features that arethere are right, and smooth as silk.  Listen to your customers and ask them what is wrong--we know the product, we will tell you.  Your lucky to have a fanbase of professionals with this much product knowledge!  Expand your testing base, and make it the most exhaustive testing on every platform.  Ensure that the upgrade process works, so that the features work, and so that people will love your software again.  Are you proud of what you're currently releasing year-in and year-out?  Are you proud of these reviews that are coming in from people who have been using your product for DECADES?  My company develops software.  And I will admit, the software we develop is not as feature-rich as Quicken.  But still, you better believe we would NEVER release something that looks and acts like this 2014 version.  It is so rare for a software company to have such a loyal fan base for so long, so take the time, and make this right.  And don't become another WordPerfect or Lotus or Blackberry.  Unlike many people here, I think $80 for this product is a bargain for what this is.  It's worth it, and I would pay for it annually.  But not when it's this buggy, and the interface becomes more and more shabby every year.  Come on, Intuit, be better!!!"
